ImageNumber,Count_Nuclei,FileName_Dna,FileName_Overlay,ImageQuality_PowerLogLogSlope_Dna,Mean_Nuclei_AreaShape_Area,Mean_Nuclei_Intensity_IntegratedIntensity_Dna,Mean_Nuclei_Intensity_MaxIntensity_Dna,Mean_Nuclei_Intensity_MeanIntensity_Dna,Metadata_gene,Metadata_plate,Metadata_posNum,Metadata_rootPath,Metadata_siRNA,Metadata_timeNum,Metadata_wellNum,PathName_Dna,PathName_Overlay,Metadata_gene_siRNA,Metadata_batch_treatment,HTM_qc,HTM_norm__log2__Count_Nuclei,HTM_norm__log2__subtract_mean_ctrl__Count_Nuclei,HTM_norm__log2__Mean_Nuclei_Intensity_MaxIntensity_Dna,HTM_norm__log2__subtract_mean_ctrl__Mean_Nuclei_Intensity_MaxIntensity_Dna,HTM__subtract_mean_ctrl__length,HTM__subtract_mean_ctrl__cosine,HTM__subtract_mean_ctrl__projection
307,129,EMBO_2012_Group4--s21911--CIT--W0021--P001--T00090--Z000--C01.ome.tif,EMBO_2012_Group4--s21911--CIT--W0021--P001--T00090--Z000--C01.ome.png,-1.402023846,627.4186047,6.75255445,0.019104775,0.010876037,CIT,EMBO_2012_Group4,1,/g/embo2014/embo2014/P3_ScanR/data/renamed_2012,s21911,90,21,/g/embo2014/embo2014/P3_ScanR/data/renamed_2012/EMBO_2012_Group4/W00021--s21911--CIT/P00001--s21911--CIT,/g/embo2014/embo2014/P3_ScanR/data/renamed_2012--cp/images,CIT_s21911,EMBO_2012_Group4__CIT_s21911,TRUE,7.011227255,-0.298892409,-5.709922952,-0.167184254,0.342472258,0.932539748,NA
308,285,EMBO_2012_Group4--s444246--XWNeg9--W0024--P001--T00090--Z000--C01.ome.tif,EMBO_2012_Group4--s444246--XWNeg9--W0024--P001--T00090--Z000--C01.ome.png,-1.126441859,595.6,6.584405508,0.020277189,0.010803074,XWNeg9,EMBO_2012_Group4,1,/g/embo2014/embo2014/P3_ScanR/data/renamed_2012,s444246,90,24,/g/embo2014/embo2014/P3_ScanR/data/renamed_2012/EMBO_2012_Group4/W00024--s444246--XWNeg9/P00001--s444246--XWNeg9,/g/embo2014/embo2014/P3_ScanR/data/renamed_2012--cp/images,XWNeg9_s444246,EMBO_2012_Group4__XWNeg9_s444246,TRUE,8.154818109,0.844698444,-5.623998526,-0.081259828,0.848598033,0.995404669,NA
309,95,EMBO_2012_Group3--empty--empty--W0035--P001--T00090--Z000--C01.ome.tif,EMBO_2012_Group3--empty--empty--W0035--P001--T00090--Z000--C01.ome.png,-1.131771487,585.2210526,10.32881545,0.032803849,0.017013448,empty,EMBO_2012_Group3,1,/g/embo2014/embo2014/P3_ScanR/data/renamed_2012,empty,90,35,/g/embo2014/embo2014/P3_ScanR/data/renamed_2012/EMBO_2012_Group3/W00035--empty--empty/P00001--empty--empty,/g/embo2014/embo2014/P3_ScanR/data/renamed_2012--cp/images,empty_empty,EMBO_2012_Group3__empty_empty,FALSE,6.569855608,-0.774717614,-4.929991081,0.502593711,0.923465116,0.542601036,NA
310,174,EMBO_2012_Group3--s229174--Scramble--W0034--P001--T00090--Z000--C01.ome.tif,EMBO_2012_Group3--s229174--Scramble--W0034--P001--T00090--Z000--C01.ome.png,-1.095343246,603.9252874,8.515905849,0.025998918,0.014072579,Scramble,EMBO_2012_Group3,1,/g/embo2014/embo2014/P3_ScanR/data/renamed_2012,s229174,90,34,/g/embo2014/embo2014/P3_ScanR/data/renamed_2012/EMBO_2012_Group3/W00034--s229174--Scramble/P00001--s229174--Scramble,/g/embo2014/embo2014/P3_ScanR/data/renamed_2012--cp/images,Scramble_s229174,EMBO_2012_Group3__Scramble_s229174,TRUE,7.442943496,0.098370274,-5.265404579,0.167180213,0.193974056,0.345829924,NA
311,237,EMBO_2012_Group3--sCDC20--CDC20--W0033--P001--T00090--Z000--C01.ome.tif,EMBO_2012_Group3--sCDC20--CDC20--W0033--P001--T00090--Z000--C01.ome.png,-1.163364616,576.0421941,9.164872771,0.028384949,0.015754391,CDC20,EMBO_2012_Group3,1,/g/embo2014/embo2014/P3_ScanR/data/renamed_2012,sCDC20,90,33,/g/embo2014/embo2014/P3_ScanR/data/renamed_2012/EMBO_2012_Group3/W00033--sCDC20--CDC20/P00001--sCDC20--CDC20,/g/embo2014/embo2014/P3_ScanR/data/renamed_2012--cp/images,CDC20_sCDC20,EMBO_2012_Group3__CDC20_sCDC20,TRUE,7.888743249,0.544170027,-5.138730036,0.293854756,0.618442912,0.853575552,NA
312,128,EMBO_2012_Group3--s18928--CKAP5--W0036--P001--T00090--Z000--C01.ome.tif,EMBO_2012_Group3--s18928--CKAP5--W0036--P001--T00090--Z000--C01.ome.png,-0.95454949,449.140625,8.442571294,0.042511638,0.019000711,CKAP5,EMBO_2012_Group3,1,/g/embo2014/embo2014/P3_ScanR/data/renamed_2012,s18928,90,36,/g/embo2014/embo2014/P3_ScanR/data/renamed_2012/EMBO_2012_Group3/W00036--s18928--CKAP5/P00001--s18928--CKAP5,/g/embo2014/embo2014/P3_ScanR/data/renamed_2012--cp/images,CKAP5_s18928,EMBO_2012_Group3__CKAP5_s18928,TRUE,7,-0.344573222,-4.555998333,0.876586459,0.94187819,0.977759155,NA
313,377,EMBO_2012_Group1--empty--empty--W0007--P001--T00090--Z000--C01.ome.tif,EMBO_2012_Group1--empty--empty--W0007--P001--T00090--Z000--C01.ome.png,-1.338730849,583.7374005,7.950809354,0.020059882,0.013332007,empty,EMBO_2012_Group1,1,/g/embo2014/embo2014/P3_ScanR/data/renamed_2012,empty,90,7,/g/embo2014/embo2014/P3_ScanR/data/renamed_2012/EMBO_2012_Group1/W00007--empty--empty/P00001--empty--empty,/g/embo2014/embo2014/P3_ScanR/data/renamed_2012--cp/images,empty_empty,EMBO_2012_Group1__empty_empty,TRUE,8.558420713,0.229068735,-5.639543103,-0.09752899,0.248966643,-0.076531893,NA
314,111,EMBO_2012_Group1--s449--PLK1--W0008--P001--T00090--Z000--C01.ome.tif,EMBO_2012_Group1--s449--PLK1--W0008--P001--T00090--Z000--C01.ome.png,-0.87614474,462.2072072,9.06069536,0.044656689,0.019722358,PLK1,EMBO_2012_Group1,1,/g/embo2014/embo2014/P3_ScanR/data/renamed_2012,s449,90,8,/g/embo2014/embo2014/P3_ScanR/data/renamed_2012/EMBO_2012_Group1/W00008--s449--PLK1/P00001--s449--PLK1,/g/embo2014/embo2014/P3_ScanR/data/renamed_2012--cp/images,PLK1_s449,EMBO_2012_Group1__PLK1_s449,TRUE,6.794415866,-1.534936112,-4.484979898,1.057034215,1.863692625,0.999706064,NA
315,177,EMBO_2012_Group1--s4445--ECT2--W0005--P001--T00090--Z000--C01.ome.tif,EMBO_2012_Group1--s4445--ECT2--W0005--P001--T00090--Z000--C01.ome.png,-1.439993929,891.4237288,12.16519359,0.020650893,0.012732376,ECT2,EMBO_2012_Group1,1,/g/embo2014/embo2014/P3_ScanR/data/renamed_2012,s4445,90,5,/g/embo2014/embo2014/P3_ScanR/data/renamed_2012/EMBO_2012_Group1/W00005--s4445--ECT2/P00001--s4445--ECT2,/g/embo2014/embo2014/P3_ScanR/data/renamed_2012--cp/images,ECT2_s4445,EMBO_2012_Group1__ECT2_s4445,TRUE,7.46760555,-0.861746428,-5.597652001,-0.055637888,0.863540666,0.94263794,NA
316,292,EMBO_2012_Group1--empty--empty--W0006--P001--T00090--Z000--C01.ome.tif,EMBO_2012_Group1--empty--empty--W0006--P001--T00090--Z000--C01.ome.png,-1.240726561,553.2260274,8.000846889,0.022757956,0.014109241,empty,EMBO_2012_Group1,1,/g/embo2014/embo2014/P3_ScanR/data/renamed_2012,empty,90,6,/g/embo2014/embo2014/P3_ScanR/data/renamed_2012/EMBO_2012_Group1/W00006--empty--empty/P00001--empty--empty,/g/embo2014/embo2014/P3_ScanR/data/renamed_2012--cp/images,empty_empty,EMBO_2012_Group1__empty_empty,TRUE,8.189824559,-0.13952742,-5.457485175,0.084528938,0.163135043,-0.065519716,NA
317,229,EMBO_2012_Group1--s229174--Scramble--W0060--P001--T00090--Z000--C01.ome.tif,EMBO_2012_Group1--s229174--Scramble--W0060--P001--T00090--Z000--C01.ome.png,-1.299909087,601.5851528,8.165949596,0.02251872,0.013159714,Scramble,EMBO_2012_Group1,1,/g/embo2014/embo2014/P3_ScanR/data/renamed_2012,s229174,90,60,/g/embo2014/embo2014/P3_ScanR/data/renamed_2012/EMBO_2012_Group1/W00060--s229174--Scramble/P00001--s229174--Scramble,/g/embo2014/embo2014/P3_ScanR/data/renamed_2012--cp/images,Scramble_s229174,EMBO_2012_Group1__Scramble_s229174,TRUE,7.839203788,-0.49014819,-5.472731354,0.069282759,0.495020554,0.572514671,NA
318,365,EMBO_2012_Group1--empty--empty--W0058--P001--T00090--Z000--C01.ome.tif,EMBO_2012_Group1--empty--empty--W0058--P001--T00090--Z000--C01.ome.png,-1.288581691,588.8712329,8.471993557,0.02163635,0.013743601,empty,EMBO_2012_Group1,1,/g/embo2014/embo2014/P3_ScanR/data/renamed_2012,empty,90,58,/g/embo2014/embo2014/P3_ScanR/data/renamed_2012/EMBO_2012_Group1/W00058--empty--empty/P00001--empty--empty,/g/embo2014/embo2014/P3_ScanR/data/renamed_2012--cp/images,empty_empty,EMBO_2012_Group1__empty_empty,TRUE,8.511752654,0.182400675,-5.530399037,0.011615076,0.182770119,-0.516464126,NA
319,227,EMBO_2012_Group1--s229174--Scramble--W0057--P001--T00090--Z000--C01.ome.tif,EMBO_2012_Group1--s229174--Scramble--W0057--P001--T00090--Z000--C01.ome.png,-1.411148693,551.753304,7.925119205,0.02131451,0.01390008,Scramble,EMBO_2012_Group1,1,/g/embo2014/embo2014/P3_ScanR/data/renamed_2012,s229174,90,57,/g/embo2014/embo2014/P3_ScanR/data/renamed_2012/EMBO_2012_Group1/W00057--s229174--Scramble/P00001--s229174--Scramble,/g/embo2014/embo2014/P3_ScanR/data/renamed_2012--cp/images,Scramble_s229174,EMBO_2012_Group1__Scramble_s229174,TRUE,7.826548487,-0.502803491,-5.552020325,-0.010006212,0.502903047,0.696054994,NA
320,242,EMBO_2012_Group1--s444246--XWNeg9--W0059--P001--T00090--Z000--C01.ome.tif,EMBO_2012_Group1--s444246--XWNeg9--W0059--P001--T00090--Z000--C01.ome.png,-1.242537708,582.0619835,8.440157465,0.022846618,0.014115638,XWNeg9,EMBO_2012_Group1,1,/g/embo2014/embo2014/P3_ScanR/data/renamed_2012,s444246,90,59,/g/embo2014/embo2014/P3_ScanR/data/renamed_2012/EMBO_2012_Group1/W00059--s444246--XWNeg9/P00001--s444246--XWNeg9,/g/embo2014/embo2014/P3_ScanR/data/renamed_2012--cp/images,XWNeg9_s444246,EMBO_2012_Group1__XWNeg9_s444246,TRUE,7.918863237,-0.410488741,-5.451875573,0.09013854,0.420268918,-0.976728766,NA
321,166,EMBO_2012_Group3--s7424--INCENP--W0071--P001--T00090--Z000--C01.ome.tif,EMBO_2012_Group3--s7424--INCENP--W0071--P001--T00090--Z000--C01.ome.png,-1.3743769,690.0240964,10.49846554,0.02586901,0.014524814,INCENP,EMBO_2012_Group3,1,/g/embo2014/embo2014/P3_ScanR/data/renamed_2012,s7424,90,71,/g/embo2014/embo2014/P3_ScanR/data/renamed_2012/EMBO_2012_Group3/W00071--s7424--INCENP/P00001--s7424--INCENP,/g/embo2014/embo2014/P3_ScanR/data/renamed_2012--cp/images,INCENP_s7424,EMBO_2012_Group3__INCENP_s7424,TRUE,7.375039431,0.030466209,-5.272631322,0.15995347,0.162829059,0.634911809,NA
322,321,EMBO_2012_Group3--empty--empty--W0069--P001--T00090--Z000--C01.ome.tif,EMBO_2012_Group3--empty--empty--W0069--P001--T00090--Z000--C01.ome.png,-1.305682489,565.0841122,7.692330269,0.021857311,0.013430561,empty,EMBO_2012_Group3,1,/g/embo2014/embo2014/P3_ScanR/data/renamed_2012,empty,90,69,/g/embo2014/embo2014/P3_ScanR/data/renamed_2012/EMBO_2012_Group3/W00069--empty--empty/P00001--empty--empty,/g/embo2014/embo2014/P3_ScanR/data/renamed_2012--cp/images,empty_empty,EMBO_2012_Group3__empty_empty,TRUE,8.326429487,0.981856265,-5.515740287,-0.083155495,0.985371281,-0.082435338,NA
323,226,EMBO_2012_Group3--empty--empty--W0070--P001--T00090--Z000--C01.ome.tif,EMBO_2012_Group3--empty--empty--W0070--P001--T00090--Z000--C01.ome.png,-1.388510458,587.6858407,9.427960945,0.0249502,0.015587597,empty,EMBO_2012_Group3,1,/g/embo2014/embo2014/P3_ScanR/data/renamed_2012,empty,90,70,/g/embo2014/embo2014/P3_ScanR/data/renamed_2012/EMBO_2012_Group3/W00070--empty--empty/P00001--empty--empty,/g/embo2014/embo2014/P3_ScanR/data/renamed_2012--cp/images,empty_empty,EMBO_2012_Group3__empty_empty,TRUE,7.820178962,0.47560574,-5.324804782,0.10778001,0.487665203,0.222924882,NA
324,153,EMBO_2012_Group3--empty--empty--W0072--P001--T00090--Z000--C01.ome.tif,EMBO_2012_Group3--empty--empty--W0072--P001--T00090--Z000--C01.ome.png,-1.190670421,576.379085,8.696563148,0.028199473,0.01471394,empty,EMBO_2012_Group3,1,/g/embo2014/embo2014/P3_ScanR/data/renamed_2012,empty,90,72,/g/embo2014/embo2014/P3_ScanR/data/renamed_2012/EMBO_2012_Group3/W00072--empty--empty/P00001--empty--empty,/g/embo2014/embo2014/P3_ScanR/data/renamed_2012--cp/images,empty_empty,EMBO_2012_Group3__empty_empty,TRUE,7.257387843,-0.087185379,-5.148187976,0.284396816,0.297460651,0.955505383,NA
325,170,EMBO_2012_Group4--s17612--AURKB--W0052--P001--T00090--Z000--C01.ome.tif,EMBO_2012_Group4--s17612--AURKB--W0052--P001--T00090--Z000--C01.ome.png,-1.223977283,745.7647059,7.835810677,0.018726235,0.010114735,AURKB,EMBO_2012_Group4,1,/g/embo2014/embo2014/P3_ScanR/data/renamed_2012,s17612,90,52,/g/embo2014/embo2014/P3_ScanR/data/renamed_2012/EMBO_2012_Group4/W00052--s17612--AURKB/P00001--s17612--AURKB,/g/embo2014/embo2014/P3_ScanR/data/renamed_2012--cp/images,AURKB_s17612,EMBO_2012_Group4__AURKB_s17612,TRUE,7.409390936,0.099271271,-5.7387953,-0.196056602,0.21975663,0.995080918,NA
326,186,EMBO_2012_Group4--XWNeg9--XWNeg9--W0051--P001--T00090--Z000--C01.ome.tif,EMBO_2012_Group4--XWNeg9--XWNeg9--W0051--P001--T00090--Z000--C01.ome.png,-1.222908486,535.4247312,5.413417664,0.016361543,0.009891906,XWNeg9,EMBO_2012_Group4,1,/g/embo2014/embo2014/P3_ScanR/data/renamed_2012,XWNeg9,90,51,/g/embo2014/embo2014/P3_ScanR/data/renamed_2012/EMBO_2012_Group4/W00051--XWNeg9--XWNeg9/P00001--XWNeg9--XWNeg9,/g/embo2014/embo2014/P3_ScanR/data/renamed_2012--cp/images,XWNeg9_XWNeg9,EMBO_2012_Group4__XWNeg9_XWNeg9,TRUE,7.539158811,0.229039146,-5.933547386,-0.390808688,0.452979427,0.505628143,NA
327,25,EMBO_2012_Group4--s229174--Scramble--W0049--P001--T00090--Z000--C01.ome.tif,EMBO_2012_Group4--s229174--Scramble--W0049--P001--T00090--Z000--C01.ome.png,-1.463084187,502.16,4.511783989,0.01241657,0.008844895,Scramble,EMBO_2012_Group4,1,/g/embo2014/embo2014/P3_ScanR/data/renamed_2012,s229174,90,49,/g/embo2014/embo2014/P3_ScanR/data/renamed_2012/EMBO_2012_Group4/W00049--s229174--Scramble/P00001--s229174--Scramble,/g/embo2014/embo2014/P3_ScanR/data/renamed_2012--cp/images,Scramble_s229174,EMBO_2012_Group4__Scramble_s229174,FALSE,4.64385619,-2.666263475,-6.331589475,-0.788850777,2.780511907,-0.436373958,NA
328,198,EMBO_2012_Group4--s3371--COPB1--W0050--P001--T00090--Z000--C01.ome.tif,EMBO_2012_Group4--s3371--COPB1--W0050--P001--T00090--Z000--C01.ome.png,-1.192613824,557.979798,5.755161505,0.016943764,0.01015139,COPB1,EMBO_2012_Group4,1,/g/embo2014/embo2014/P3_ScanR/data/renamed_2012,s3371,90,50,/g/embo2014/embo2014/P3_ScanR/data/renamed_2012/EMBO_2012_Group4/W00050--s3371--COPB1/P00001--s3371--COPB1,/g/embo2014/embo2014/P3_ScanR/data/renamed_2012--cp/images,COPB1_s3371,EMBO_2012_Group4__COPB1_s3371,TRUE,7.62935662,0.319236955,-5.883101772,-0.340363074,0.466646821,0.998004121,NA
329,114,EMBO_2012_Group3--empty--empty--W0074--P001--T00090--Z000--C01.ome.tif,EMBO_2012_Group3--empty--empty--W0074--P001--T00090--Z000--C01.ome.png,-1.236171635,591.6491228,9.46223774,0.03081291,0.015839203,empty,EMBO_2012_Group3,1,/g/embo2014/embo2014/P3_ScanR/data/renamed_2012,empty,90,74,/g/embo2014/embo2014/P3_ScanR/data/renamed_2012/EMBO_2012_Group3/W00074--empty--empty/P00001--empty--empty,/g/embo2014/embo2014/P3_ScanR/data/renamed_2012--cp/images,empty_empty,EMBO_2012_Group3__empty_empty,TRUE,6.832890014,-0.511683208,-5.020321264,0.412263528,0.657100389,0.625869456,NA
330,105,EMBO_2012_Group3--empty--empty--W0073--P001--T00090--Z000--C01.ome.tif,EMBO_2012_Group3--empty--empty--W0073--P001--T00090--Z000--C01.ome.png,-1.260015529,609.2380952,10.63516936,0.032271671,0.017155175,empty,EMBO_2012_Group3,1,/g/embo2014/embo2014/P3_ScanR/data/renamed_2012,empty,90,73,/g/embo2014/embo2014/P3_ScanR/data/renamed_2012/EMBO_2012_Group3/W00073--empty--empty/P00001--empty--empty,/g/embo2014/embo2014/P3_ScanR/data/renamed_2012--cp/images,empty_empty,EMBO_2012_Group3__empty_empty,TRUE,6.714245518,-0.630327704,-4.953587895,0.478996897,0.791676097,0.603478598,NA
331,95,EMBO_2012_Group3--empty--empty--W0076--P001--T00090--Z000--C01.ome.tif,EMBO_2012_Group3--empty--empty--W0076--P001--T00090--Z000--C01.ome.png,-1.231283012,619.0105263,9.955750515,0.029033096,0.015839949,empty,EMBO_2012_Group3,1,/g/embo2014/embo2014/P3_ScanR/data/renamed_2012,empty,90,76,/g/embo2014/embo2014/P3_ScanR/data/renamed_2012/EMBO_2012_Group3/W00076--empty--empty/P00001--empty--empty,/g/embo2014/embo2014/P3_ScanR/data/renamed_2012--cp/images,empty_empty,EMBO_2012_Group3__empty_empty,FALSE,6.569855608,-0.774717614,-5.106157754,0.326427037,0.840679482,0.386481174,NA
332,156,EMBO_2012_Group3--empty--empty--W0075--P001--T00090--Z000--C01.ome.tif,EMBO_2012_Group3--empty--empty--W0075--P001--T00090--Z000--C01.ome.png,-1.221369985,584.1089744,9.46650319,0.03006204,0.016167811,empty,EMBO_2012_Group3,1,/g/embo2014/embo2014/P3_ScanR/data/renamed_2012,empty,90,75,/g/embo2014/embo2014/P3_ScanR/data/renamed_2012/EMBO_2012_Group3/W00075--empty--empty/P00001--empty--empty,/g/embo2014/embo2014/P3_ScanR/data/renamed_2012--cp/images,empty_empty,EMBO_2012_Group3__empty_empty,TRUE,7.285402219,-0.059171003,-5.055913291,0.376671501,0.381290738,0.987578962,NA
333,379,EMBO_2012_Group1--s3371--COPB1--W0029--P001--T00090--Z000--C01.ome.tif,EMBO_2012_Group1--s3371--COPB1--W0029--P001--T00090--Z000--C01.ome.png,-1.22183671,479.0527704,7.384822041,0.02485536,0.014907124,COPB1,EMBO_2012_Group1,1,/g/embo2014/embo2014/P3_ScanR/data/renamed_2012,s3371,90,29,/g/embo2014/embo2014/P3_ScanR/data/renamed_2012/EMBO_2012_Group1/W00029--s3371--COPB1/P00001--s3371--COPB1,/g/embo2014/embo2014/P3_ScanR/data/renamed_2012--cp/images,COPB1_s3371,EMBO_2012_Group1__COPB1_s3371,TRUE,8.566054038,0.23670206,-5.330299216,0.211714897,0.317570563,0.511703401,NA
334,252,EMBO_2012_Group1--empty--empty--W0031--P001--T00090--Z000--C01.ome.tif,EMBO_2012_Group1--empty--empty--W0031--P001--T00090--Z000--C01.ome.png,-1.349072037,577.234127,7.19783032,0.01774267,0.011987978,empty,EMBO_2012_Group1,1,/g/embo2014/embo2014/P3_ScanR/data/renamed_2012,empty,90,31,/g/embo2014/embo2014/P3_ScanR/data/renamed_2012/EMBO_2012_Group1/W00031--empty--empty/P00001--empty--empty,/g/embo2014/embo2014/P3_ScanR/data/renamed_2012--cp/images,empty_empty,EMBO_2012_Group1__empty_empty,TRUE,7.977279923,-0.352072055,-5.816633079,-0.274618966,0.446509024,0.909281634,NA
335,366,EMBO_2012_Group1--empty--empty--W0032--P001--T00090--Z000--C01.ome.tif,EMBO_2012_Group1--empty--empty--W0032--P001--T00090--Z000--C01.ome.png,-1.262130879,587.6830601,7.782012226,0.019485493,0.012813142,empty,EMBO_2012_Group1,1,/g/embo2014/embo2014/P3_ScanR/data/renamed_2012,empty,90,32,/g/embo2014/embo2014/P3_ScanR/data/renamed_2012/EMBO_2012_Group1/W00032--empty--empty/P00001--empty--empty,/g/embo2014/embo2014/P3_ScanR/data/renamed_2012--cp/images,empty_empty,EMBO_2012_Group1__empty_empty,TRUE,8.515699838,0.18634786,-5.681455743,-0.13944163,0.232743406,0.162555627,NA
336,384,EMBO_2012_Group1--empty--empty--W0030--P001--T00090--Z000--C01.ome.tif,EMBO_2012_Group1--empty--empty--W0030--P001--T00090--Z000--C01.ome.png,-1.414514862,543.5546875,6.766237372,0.017309501,0.011879047,empty,EMBO_2012_Group1,1,/g/embo2014/embo2014/P3_ScanR/data/renamed_2012,empty,90,30,/g/embo2014/embo2014/P3_ScanR/data/renamed_2012/EMBO_2012_Group1/W00030--empty--empty/P00001--empty--empty,/g/embo2014/embo2014/P3_ScanR/data/renamed_2012--cp/images,empty_empty,EMBO_2012_Group1__empty_empty,TRUE,8.584962501,0.255610522,-5.852292094,-0.310277981,0.402006424,0.391793776,NA
337,178,EMBO_2012_Group1--s4445--ECT2--W0055--P001--T00090--Z000--C01.ome.tif,EMBO_2012_Group1--s4445--ECT2--W0055--P001--T00090--Z000--C01.ome.png,-1.361127696,896.505618,11.55355276,0.019659716,0.012099999,ECT2,EMBO_2012_Group1,1,/g/embo2014/embo2014/P3_ScanR/data/renamed_2012,s4445,90,55,/g/embo2014/embo2014/P3_ScanR/data/renamed_2012/EMBO_2012_Group1/W00055--s4445--ECT2/P00001--s4445--ECT2,/g/embo2014/embo2014/P3_ScanR/data/renamed_2012--cp/images,ECT2_s4445,EMBO_2012_Group1__ECT2_s4445,TRUE,7.475733431,-0.853618548,-5.668613702,-0.126599589,0.862955434,0.967007144,NA
338,333,EMBO_2012_Group1--empty--empty--W0054--P001--T00090--Z000--C01.ome.tif,EMBO_2012_Group1--empty--empty--W0054--P001--T00090--Z000--C01.ome.png,-1.419487293,567.6006006,7.518140363,0.01824458,0.012658644,empty,EMBO_2012_Group1,1,/g/embo2014/embo2014/P3_ScanR/data/renamed_2012,empty,90,54,/g/embo2014/embo2014/P3_ScanR/data/renamed_2012/EMBO_2012_Group1/W00054--empty--empty/P00001--empty--empty,/g/embo2014/embo2014/P3_ScanR/data/renamed_2012--cp/images,empty_empty,EMBO_2012_Group1__empty_empty,TRUE,8.379378367,0.050026389,-5.776388242,-0.234374129,0.23965365,0.771618533,NA
339,344,EMBO_2012_Group1--sCDC20--CDC20--W0053--P001--T00090--Z000--C01.ome.tif,EMBO_2012_Group1--sCDC20--CDC20--W0053--P001--T00090--Z000--C01.ome.png,-1.357350493,534.1482558,6.378350794,0.016811712,0.01144088,CDC20,EMBO_2012_Group1,1,/g/embo2014/embo2014/P3_ScanR/data/renamed_2012,sCDC20,90,53,/g/embo2014/embo2014/P3_ScanR/data/renamed_2012/EMBO_2012_Group1/W00053--sCDC20--CDC20/P00001--sCDC20--CDC20,/g/embo2014/embo2014/P3_ScanR/data/renamed_2012--cp/images,CDC20_sCDC20,EMBO_2012_Group1__CDC20_sCDC20,TRUE,8.426264755,0.096912776,-5.894389556,-0.352375443,0.365459353,-0.270296911,NA
340,159,EMBO_2012_Group1--empty--empty--W0056--P001--T00090--Z000--C01.ome.tif,EMBO_2012_Group1--empty--empty--W0056--P001--T00090--Z000--C01.ome.png,-1.342741011,596.1383648,8.762559997,0.022328263,0.014269198,empty,EMBO_2012_Group1,1,/g/embo2014/embo2014/P3_ScanR/data/renamed_2012,empty,90,56,/g/embo2014/embo2014/P3_ScanR/data/renamed_2012/EMBO_2012_Group1/W00056--empty--empty/P00001--empty--empty,/g/embo2014/embo2014/P3_ScanR/data/renamed_2012--cp/images,empty_empty,EMBO_2012_Group1__empty_empty,TRUE,7.312882955,-1.016469023,-5.484985179,0.057028934,1.018067569,0.410568413,NA
341,304,EMBO_2012_Group3--empty--empty--W0086--P001--T00090--Z000--C01.ome.tif,EMBO_2012_Group3--empty--empty--W0086--P001--T00090--Z000--C01.ome.png,-1.251229198,556.2598684,8.114607418,0.022442424,0.014095147,empty,EMBO_2012_Group3,1,/g/embo2014/embo2014/P3_ScanR/data/renamed_2012,empty,90,86,/g/embo2014/embo2014/P3_ScanR/data/renamed_2012/EMBO_2012_Group3/W00086--empty--empty/P00001--empty--empty,/g/embo2014/embo2014/P3_ScanR/data/renamed_2012--cp/images,empty_empty,EMBO_2012_Group3__empty_empty,TRUE,8.247927513,0.903354291,-5.477627681,-0.04504289,0.904476554,-0.047840781,NA
342,68,EMBO_2012_Group3--s18928--CKAP5--W0088--P001--T00090--Z000--C01.ome.tif,EMBO_2012_Group3--s18928--CKAP5--W0088--P001--T00090--Z000--C01.ome.png,-0.868699831,433.6911765,8.246939719,0.04197174,0.018721898,CKAP5,EMBO_2012_Group3,1,/g/embo2014/embo2014/P3_ScanR/data/renamed_2012,s18928,90,88,/g/embo2014/embo2014/P3_ScanR/data/renamed_2012/EMBO_2012_Group3/W00088--s18928--CKAP5/P00001--s18928--CKAP5,/g/embo2014/embo2014/P3_ScanR/data/renamed_2012--cp/images,CKAP5_s18928,EMBO_2012_Group3__CKAP5_s18928,FALSE,6.087462841,-1.257110381,-4.57443793,0.858146862,1.522084934,0.690519801,NA
343,253,EMBO_2012_Group3--XWNeg9--XWNeg9--W0085--P001--T00090--Z000--C01.ome.tif,EMBO_2012_Group3--XWNeg9--XWNeg9--W0085--P001--T00090--Z000--C01.ome.png,-1.354622518,577.9407115,8.43268254,0.022124494,0.013822557,XWNeg9,EMBO_2012_Group3,1,/g/embo2014/embo2014/P3_ScanR/data/renamed_2012,XWNeg9,90,85,/g/embo2014/embo2014/P3_ScanR/data/renamed_2012/EMBO_2012_Group3/W00085--XWNeg9--XWNeg9/P00001--XWNeg9--XWNeg9,/g/embo2014/embo2014/P3_ScanR/data/renamed_2012--cp/images,XWNeg9_XWNeg9,EMBO_2012_Group3__XWNeg9_XWNeg9,TRUE,7.982993575,0.638420353,-5.498211728,-0.065626936,0.641784575,0.994758018,NA
344,282,EMBO_2012_Group3--s229174--Scramble--W0087--P001--T00090--Z000--C01.ome.tif,EMBO_2012_Group3--s229174--Scramble--W0087--P001--T00090--Z000--C01.ome.png,-1.264594264,570.4751773,7.479780618,0.020559257,0.012720941,Scramble,EMBO_2012_Group3,1,/g/embo2014/embo2014/P3_ScanR/data/renamed_2012,s229174,90,87,/g/embo2014/embo2014/P3_ScanR/data/renamed_2012/EMBO_2012_Group3/W00087--s229174--Scramble/P00001--s229174--Scramble,/g/embo2014/embo2014/P3_ScanR/data/renamed_2012--cp/images,Scramble_s229174,EMBO_2012_Group3__Scramble_s229174,TRUE,8.139551352,0.79497813,-5.604068076,-0.171483284,0.813263023,0.999431424,NA
